Project ID,Project Name,Voluntary Registry,"ARB 
Project",Voluntary Status,Scope, Type,Reduction / Removal,Methodology / Protocol,Region,Country,State,Project Site Location,Project Developer,"Total Credits 
Issued","Total Credits 
Retired",Total Credits Remaining,"Total Buffer 
Pool Deposits",Reversals Covered by Buffer Pool,Reversals Not Covered by Buffer,First Year of Project
VCS3238,Core Carbon Sustainable Rice Productions,VCS,No,Under development,Agriculture,Rice Emission Reductions,Reduction,AMS-III.AU,South Asia,India,,,Core CarbonX Solutions Pvt. Ltd.,0,0,0,0,,,
VCS3239,Madagascar Fahatokiana Improved Cookstove Program,VCS,No,Registration requested,Household & Community,Cookstoves,Reduction,VMR0006,Sub Saharan Africa,Madagascar,,,"Guangzhou Iceberg Environmental Consulting Services Co., Ltd.",0,0,0,0,,,
VCS324,"Bundled wind power project by KMSPL, Bangalore",VCS,No,Registered,Renewable Energy,Wind,Reduction,ACM0002,South Asia,India,,,Multiple Proponents,585290,558442,26848,0,,,2006.0
VCS3240,The Core Carbon,VCS,No,Registration requested,Household & Community,Cookstoves,Reduction,VMR0006,South Asia,India,,,Core CarbonX Solutions Pvt. Ltd.,0,0,0,0,,,
VCS3241,Guangdong Huidong Afforestation Project,VCS,No,Under development,Forestry & Land Use,Afforestation/Reforestation,Impermanent Removal,AR-ACM0003,East Asia,China,,,"Juno Carbon Investment & Environmental Technology (Beijing) Co., Ltd.",0,0,0,0,,,
VCS3242,AGRISOLERO CARBON FARMING IN NORTHERN ITALY,VCS,No,Under development,Agriculture,Sustainable Agriculture,Mixed,VM0042,Europe,Italy,,,Rivulis,0,0,0,0,,,
VCS3243,Core Carbon Sustainable Rice Productions 01,VCS,No,Under development,Agriculture,Rice Emission Reductions,Reduction,AMS-III.AU,South Asia,India,,,Core CarbonX Solutions Pvt. Ltd.,0,0,0,0,,,
VCS3244,Grouped Projects For Vietnam Energy Efficiency Program,VCS,No,Registration requested,Household & Community,Lighting,Reduction,AMS-II.C.,South East Asia,Vietnam,,,Sustainability Investment Promotion and Development Joint Stock Company,0,0,0,0,,,
VCS3245,DISTRIBUTION OF HOUSEHOLD BIOGAS IN RURAL AREAS OF INDIA-2,VCS,No,Registration and verification approval requested,Household & Community,Biodigesters,Reduction,AMS-I.E.,South Asia,India,,,Greneity Infocom Service Pvt Ltd,0,0,0,0,,,
VCS3248,ARAKU VALLEY REFORESTATION PROJECT,VCS,No,Under validation,Forestry & Land Use,Afforestation/Reforestation,Impermanent Removal,AR-ACM0003,South Asia,India,,,CropZone Agro Forestry Private Limited,0,0,0,0,,,
VCS3249,Global Cookstove Program (Phase 21),VCS,No,Under development,Household & Community,Cookstoves,Reduction,VMR0006,South Asia,India,,,EKI Energy Services Limited,0,0,0,0,,,
VCS325,Lugouhe Hydropower Station Project,VCS,No,Registered,Renewable Energy,Hydropower,Reduction,AMS-I.D.,East Asia,China,,,"Sichuan Ebian Lugouhe Hydroelectricity Co., Ltd.",65894,11994,53900,0,,,2007.0
VCS3250,Global Cookstove Program (Phase 22),VCS,No,Registration requested,Household & Community,Cookstoves,Reduction,VMR0006,South Asia,India,,,EKI Energy Services Limited,0,0,0,0,,,
VCS3251,Global Cookstove Program (Phase 23),VCS,No,Registration requested,Household & Community,Cookstoves,Reduction,VMR0006,South Asia,India,,,EKI Energy Services Limited,0,0,0,0,,,
VCS3252,Global Cookstove Program (Phase 24),VCS,No,Registration requested,Household & Community,Cookstoves,Reduction,VMR0006,South Asia,India,,,EKI Energy Services Limited,0,0,0,0,,,
VCS3253,Global Cookstove Program (Phase 25),VCS,No,Registration requested,Household & Community,Cookstoves,Reduction,VMR0006,South Asia,India,,,EKI Energy Services Limited,0,0,0,0,,,
VCS3254,Global Cookstove Program (Phase 26),VCS,No,Under development,Household & Community,Cookstoves,Reduction,VMR0006,South Asia,India,,,EKI Energy Services Limited,0,0,0,0,,,
VCS3255,Global Cookstove Program (Phase 27),VCS,No,Under development,Household & Community,Cookstoves,Reduction,VMR0006,South Asia,India,,,EKI Energy Services Limited,0,0,0,0,,,
VCS3256,Global Cookstove Program (Phase 28),VCS,No,Under development,Household & Community,Cookstoves,Reduction,VMR0006,South Asia,India,,,EKI Energy Services Limited,0,0,0,0,,,
VCS3257,Global Cookstove Program (Phase 29),VCS,No,Under development,Household & Community,Cookstoves,Reduction,VMR0006,South Asia,India,,,EKI Energy Services Limited,0,0,0,0,,,
VCS3258,Global Cookstove Program (Phase 30),VCS,No,Under development,Household & Community,Cookstoves,Reduction,VMR0006,South Asia,India,,,EKI Energy Services Limited,0,0,0,0,,,
VCS3259,Global Cookstove Program (Phase 31),VCS,No,Under development,Household & Community,Cookstoves,Reduction,VMR0006,South Asia,India,,,EKI Energy Services Limited,0,0,0,0,,,
VCS326,Jinti Hydropower Station Project,VCS,No,Registered,Renewable Energy,Hydropower,Reduction,AMS-I.D.,East Asia,China,,,"Sichuan Ebian Jindong Tiji Hydropower Co., Ltd.",68615,19525,49090,0,,,2007.0
VCS3260,Global Cookstove Program (Phase 32),VCS,No,Under development,Household & Community,Cookstoves,Reduction,VMR0006,South Asia,India,,,EKI Energy Services Limited,0,0,0,0,,,
VCS3261,Global Cookstove Program (Phase 33),VCS,No,Under development,Household & Community,Cookstoves,Reduction,VMR0006,South Asia,India,,,EKI Energy Services Limited,0,0,0,0,,,
VCS3262,Livelihoods Chitetezo Mbaula Project,VCS,No,Registration and verification approval requested,Household & Community,Cookstoves,Reduction,VMR0006,Sub Saharan Africa,Malawi,,,Livelihoods Fund SICAV SIF,0,0,0,0,,,
VCS3263,Global Cookstove Program (Phase 34),VCS,No,Under development,Household & Community,Cookstoves,Reduction,VMR0006,South Asia,India,,,EKI Energy Services Limited,0,0,0,0,,,
VCS3264,Global Cookstove Program (Phase 35),VCS,No,Under development,Household & Community,Cookstoves,Reduction,VMR0006,South Asia,India,,,EKI Energy Services Limited,0,0,0,0,,,
VCS3265,Global Cookstove Program (Phase 36),VCS,No,Under development,Household & Community,Cookstoves,Reduction,VMR0006,South Asia,India,,,EKI Energy Services Limited,0,0,0,0,,,
VCS3266,Global Cookstove Program (Phase 37),VCS,No,Under development,Household & Community,Cookstoves,Reduction,VMR0006,South Asia,India,,,EKI Energy Services Limited,0,0,0,0,,,
VCS3267,Global Cookstove Program (Phase 38),VCS,No,Under development,Household & Community,Cookstoves,Reduction,VMR0006,South Asia,India,,,EKI Energy Services Limited,0,0,0,0,,,
VCS3268,Global Cookstove Program (Phase 39),VCS,No,Under development,Household & Community,Cookstoves,Reduction,VMR0006,South Asia,India,,,EKI Energy Services Limited,0,0,0,0,,,
VCS3269,Global Cookstove Program (Phase 40),VCS,No,Under development,Household & Community,Cookstoves,Reduction,VMR0006,South Asia,India,,,EKI Energy Services Limited,0,0,0,0,,,
VCS327,Guosheng Hydropower Station Project,VCS,No,Registered,Renewable Energy,Hydropower,Reduction,AMS-I.D.,East Asia,China,,,"Yanbian Mingyuan Electric Power Co., Ltd",54356,50906,3450,0,,,2008.0
VCS3270,Gveibingz Water Management with Rice Cultivation,VCS,No,Registration and verification approval requested,Agriculture,Rice Emission Reductions,Reduction,AMS-III.AU,East Asia,China,,,"Guangxi Yuebao Agriculture and Animal Husbandry Co., Ltd",0,0,0,0,,,
VCS3271,Bingznanz Water Management with Rice Cultivation,VCS,No,Registration and verification approval requested,Agriculture,Rice Emission Reductions,Reduction,AMS-III.AU,East Asia,China,,,"Guangxi Yuebao Agriculture and Animal Husbandry Co., Ltd",0,0,0,0,,,
VCS3272,Bozbwz Water Management with Rice Cultivation,VCS,No,Registration and verification approval requested,Agriculture,Rice Emission Reductions,Reduction,AMS-III.AU,East Asia,China,,,"Guangxi Yuebao Agriculture and Animal Husbandry Co., Ltd",0,0,0,0,,,
VCS3273,Gveigangj Water Management with Rice Cultivation,VCS,No,Registration and verification approval requested,Agriculture,Rice Emission Reductions,Reduction,AMS-III.AU,East Asia,China,,,"Guangxi Yuebao Agriculture and Animal Husbandry Co., Ltd",0,0,0,0,,,
VCS3274,Hinghbinh Water Management with Rice Cultivation,VCS,No,Registration and verification approval requested,Agriculture,Rice Emission Reductions,Reduction,AMS-III.AU,East Asia,China,,,"Guangxi Yuebao Agriculture and Animal Husbandry Co., Ltd",0,0,0,0,,,
VCS3275,Liujcwngz Water Management with Rice Cultivation,VCS,No,Registration and verification approval requested,Agriculture,Rice Emission Reductions,Reduction,AMS-III.AU,East Asia,China,,,"Guangxi Yuebao Agriculture and Animal Husbandry Co., Ltd",0,0,0,0,,,
VCS3276,Luzcai Water Management with Rice Cultivation,VCS,No,Registration and verification approval requested,Agriculture,Rice Emission Reductions,Reduction,AMS-III.AU,East Asia,China,,,"Guangxi Yuebao Agriculture and Animal Husbandry Co., Ltd",0,0,0,0,,,
VCS3277,Siengcouh Water Management with Rice Cultivation,VCS,No,Registration and verification approval requested,Agriculture,Rice Emission Reductions,Reduction,AMS-III.AU,East Asia,China,,,"Guangxi Yuebao Agriculture and Animal Husbandry Co., Ltd",0,0,0,0,,,
VCS3278,Future Soils and Sustainable Farming Initiative - Germany,VCS,No,Under development,Agriculture,Sustainable Agriculture,Mixed,VM0042,Europe,Germany,,,everi GmbH,0,0,0,0,,,
VCS3279,IDCOL Improved Cook Stove Program,VCS,No,Units Transferred from Approved GHG Program,Household & Community,Cookstoves,Reduction,AMS-II.G.,South Asia,Bangladesh,,,Infrastructure Development Company Limited,456395,2518,453877,0,,,2020.0
VCS328,Huangjueshu Hydropower Station Project,VCS,No,Registered,Renewable Energy,Hydropower,Reduction,AMS-I.D.,East Asia,China,,,"Panzhihua Reshuihe Power Development Co., Ltd.",72641,67494,5147,0,,,2008.0
VCS3280,Carpathia Forest Carbon Project,VCS,No,Under development,Forestry & Land Use,Improved Forest Management,Mixed,VM0012,Europe,Romania,,,Fundatia Conservation Carpathia,0,0,0,0,,,
VCS3281,ANDRADE SUN FARMS REDD+ FAZENDA SANTA RITA,VCS,No,Under development,Forestry & Land Use,REDD+,Mixed,VM0005; VM0007; VM0017,South America,Brazil,,,MATA NATIVA DO BRASIL ASSESSORIA E CONSULTORIA AMBIENTAL LTDA,0,0,0,0,,,
VCS3282,Solid Waste Management Project at Moradabad,VCS,No,Under development,Renewable Energy,Biomass,Reduction,ACM0022,South Asia,India,,,HARI BHARI MORADABAD WASTE MANAGEMENT PRIVATE LIMITED,0,0,0,0,,,
VCS3283,ASYA LALE BIOGAS PROJECT,VCS,No,Registration requested,Agriculture,Manure Methane Digester,Reduction,AM0073,Middle East,Turkey,,,Multiple Proponents,0,0,0,0,,,
VCS3284,INTEGRATED REDD+ PROJECT1 IN PAPUA NEW GUINEA,VCS,No,Under development,Forestry & Land Use,REDD+,Mixed,VM0015,Oceania,Papua New Guinea,,,Kanaka Management Services Private Limited,0,0,0,0,,,
VCS3285,Improved cookstoves for communities by Himadri Energy International (Phase-1),VCS,No,Under development,Household & Community,Cookstoves,Reduction,VMR0006,South Asia,India,,,Himadri Energy International Private Limited,0,0,0,0,,,
VCS3286,Grouped Water Purification Project in India,VCS,No,Under development,Household & Community,Clean Water,Reduction,AMS-III.AV.,South Asia,India,,,Multiple Proponents,0,0,0,0,,,
VCS3287,WASTE TO ENERGY MANAGEMENT PROJECT BY GOVARDHANNATHJI ENERGIES LLP,VCS,No,Registration and verification approval requested,Renewable Energy,Biomass,Reduction,AMS-III.D.; ACM0022,South Asia,India,,,GOVARDHANNATHJI ENERGIES LLP,0,0,0,0,,,
VCS3288,Waste Management Project-1 by BoxLNG,VCS,No,Under development,Renewable Energy,Biomass,Reduction,AMS-I.F.; AMS-III.D.; AMS-III.AO.; VM0042,South Asia,India,,,Mahanadi Compressed Biogas (CBG) Private Limited,0,0,0,0,,,
VCS3289,AMANZI MOTO - IMPROVED COOKSTOVES AND WATER PURIFIERS DISSEMINATION PROGRAMME IN ZIMBABWE,VCS,No,Under validation,Household & Community,Cookstoves,Reduction,VMR0006; AMS-III.AV.,Sub Saharan Africa,Zimbabwe,,,Aither Group SA,0,0,0,0,,,
VCS329,"Nova Dutra, S√£o Silvestre and Vila Nova Fuel Switching Project",VCS,No,Registered,Renewable Energy,Biomass,Reduction,AMS-I.C.,South America,Brazil,,,Social Carbon Company,126778,125820,958,0,,,2006.0
VCS3290,Empowering Women Through Clean Cooking,VCS,No,Under validation,Household & Community,Cookstoves,Reduction,AMS-II.G.,Sub Saharan Africa,Kenya,,,co2balance,0,0,0,0,,,
VCS3291,Boomitra Grassland Restoration in the Temperate Grasslands of South America Through Soil Enrichment,VCS,No,Under development,Agriculture,Sustainable Agriculture,Mixed,VM0042,South America,Argentina,,,Boomitra Inc,0,0,0,0,,,
VCS3294,Muskitia Pâsa Klîn Nâka,VCS,No,Registration and verification approval requested,Forestry & Land Use,REDD+,Mixed,VM0007,Central America,Honduras,,,Fundacion Ayuda en Acción,0,0,0,0,,,
VCS3295,Developing Carbon Finance Project For Van Panchayats In Soil Conservation  Forest Division Ranikhet (Uttarakhand),VCS,No,Under development,Forestry & Land Use,REDD+,Mixed,VM0037,South Asia,India,,,Multiple Proponents,0,0,0,0,,,
VCS3296,Developing Carbon Finance Project for Van Panchayats in Soil Conservation  Forest Division Nainital (Uttarakhand),VCS,No,Under development,Forestry & Land Use,REDD+,Mixed,VM0037,South Asia,India,,,Multiple Proponents,0,0,0,0,,,
VCS3297,Hamparan biogas project,VCS,No,Registration requested,Waste Management,Methane Recovery in Wastewater,Reduction,AMS-I.D.; AMS-III.H.,South East Asia,Indonesia,,,Multiple Proponents,0,0,0,0,,,
VCS3298,Blitta – Togo Solar Power Plant,VCS,No,Registration requested,Renewable Energy,Solar - Centralized,Reduction,ACM0002,Sub Saharan Africa,Togo,,,Multiple Proponents,0,0,0,0,,,
VCS3299,ARR Grouped Project Serra do Sudeste,VCS,No,Under validation,Forestry & Land Use,Afforestation/Reforestation,Impermanent Removal,AR-ACM0003,South America,Brazil,,,The Green Branch,0,0,0,0,,,
VCS33,Kitambar Switching Fuel Project,VCS,No,Registered,Renewable Energy,Biomass,Reduction,AMS-I.E.,South America,Brazil,,,Multiple Proponents,536112,506462,29650,0,,,2007.0
VCS330,"Wutuhe Erji hydro power project in Guizhou Province, China",VCS,No,Registered,Renewable Energy,Hydropower,Reduction,AMS-I.D.,East Asia,China,,,"Wutuhe Hydro Power Development Co.,Ltd of Liupansh",155385,93778,61607,0,,,2008.0
VCS3300,Diamond Dairy Vermifiltration,VCS,No,Under development,Agriculture,Solid Waste Separation,Reduction,AMS-III.Y,North America,United States,,,"3Degrees Group, Inc",0,0,0,0,,,
VCS3301,Moxee Dairy Vermifiltration,VCS,No,Under development,Agriculture,Solid Waste Separation,Reduction,AMS-I.D.; AMS-III.Y,North America,United States,,,"3Degrees Group, Inc",0,0,0,0,,,
VCS3302,Sunview Dairy Vermifiltration,VCS,No,Under development,Agriculture,Solid Waste Separation,Reduction,AMS-III.Y,North America,United States,,,"3Degrees Group, Inc",0,0,0,0,,,
VCS3303,METHANE EMISSION REDUCTION PROJECT THROUGH INTERMITTENT FLOODING IN RICE CULTIVATION,VCS,No,Under development,Agriculture,Rice Emission Reductions,Reduction,AMS-III.AU,South Asia,India,,,Greneity Infocom Service Pvt Ltd,0,0,0,0,,,
VCS3304,Boa Esperança Grouped REDD+ Project,VCS,No,Under development,Forestry & Land Use,REDD+,Mixed,VM0015,South America,Brazil,,,Multiple Proponents,0,0,0,0,,,
VCS3305,Installation of high efficiency cookstoves in Rajasthan (India) by AGS Carbon,VCS,No,Under development,Household & Community,Cookstoves,Reduction,VMR0006,South Asia,India,,,AGS Carbon Advisory,0,0,0,0,,,
VCS3306,Buritirana Grouped REDD+ Project,VCS,No,Under development,Forestry & Land Use,REDD+,Mixed,VM0015,South America,Brazil,,,Future Carbon Consultoria e Projetos Florestais LTDA,0,0,0,0,,,
VCS3307,Henan Pingyu Agricultural Land Use Management Project,VCS,No,Under development,Agriculture,Sustainable Agriculture,Reduction,VM0042,East Asia,China,,,Xin Ran Agriculture and Animal Husbandry Co. Ltd.,0,0,0,0,,,
VCS3308,Dongyuan Xiantang Landfill Gas Power Generation Phase I Project,VCS,No,Registered,Waste Management,Landfill Methane,Reduction,ACM0001,East Asia,China,,,"Shenzhen PhasCon Technologies Co.,Ltd.",0,0,0,0,,,
VCS3309,Chengmai Water Management with Rice Cultivation,VCS,No,Registration and verification approval requested,Agriculture,Rice Emission Reductions,Reduction,AMS-III.AU,East Asia,China,,,"Hainan Sunsea Ecological Agriculture Technology Co., Ltd.",0,0,0,0,,,
VCS331,Green Energy to Grid at Dhule Maharashtra,VCS,No,Registered,Renewable Energy,RE Bundled,Reduction,ACM0002,South Asia,India,,,MSPL Limited,0,0,0,0,,,
VCS3310,Dansha Water Management with Rice Cultivation,VCS,No,Registration and verification approval requested,Agriculture,Rice Emission Reductions,Reduction,AMS-III.AU,East Asia,China,,,"Hainan Sunsea Ecological Agriculture Technology Co., Ltd.",0,0,0,0,,,
